index,item_id,map_id
4098,B01BHAA96G,4098
3699,B0119B3SQQ,3699
4380,B01HCFJC0Y,4380
154,B0002FUOR2,154
2180,B00AWLQI4Y,2180
3862,B0161V0024,3862
3155,B00MKOIBXM,3155
3485,B00UI40VKM,3485
4097,B01BEE86II,4097
202,B0006BBYP8,202
1570,B005JRJFQY,1570
660,B000QC0XZO,660
316,B000BQUI7S,316
2563,B00EUKHACW,2563
3014,B00KO9DF9K,3014
3902,B016XMJ1XK,3902
1311,B0047XXZ7Q,1311
576,B000MAJ18A,576
770,B0013AV7L2,770
2438,B00DKDNLX2,2438
1803,B0074VCMFE,1803
1357,B004M1BO3U,1357
3851,B015VY056I,3851
2985,B00K80KTR6,2985
3072,B00LOAXJJE,3072
199,B00065UD3S,199
1920,B00835GGHU,1920
3522,B00VKSJGOM,3522
4073,B01AP2DNVK,4073
4076,B01AR7YJ3O,4076
245,B0009XB4O4,245
3794,B014VM96UM,3794
866,B001AQEZ2W,866
962,B001KGSJ74,962
1122,B002O16SHW,1122
2378,B00CTEA942,2378
4189,B01CY0YPYU,4189
124,B000132VDA,124
2907,B00J25JCLC,2907
2958,B00JQK50P0,2958
749,B00125PR5A,749
297,B000BQKBCK,297
1400,B004UZCMRK,1400
3100,B00M0CS6HA,3100
574,B000M7RZG8,574
3186,B00MVIQ2XS,3186
488,B000I1EC3C,488
434,B000H9FW6Q,434
4000,B018XJ3E02,4000
1359,B004MDM8NS,1359
1456,B0051VC7CW,1456
3639,B00ZB48M8C,3639
2992,B00KG8DNKU,2992
2879,B00IYC60IM,2879
1004,B001Q90068,1004
745,B0011G20QY,745
1001,B001PZF7J8,1001
1506,B0058ED2NA,1506
2097,B00A20KO18,2097
2240,B00BGCC9JQ,2240
3796,B014VM98DC,3796
2647,B00FXN0IXS,2647
28,B00004THYY,28
601,B000NG61S6,601
114,B0000DD5H1,114
1695,B0064OGEZG,1695
1571,B005JRZJBO,1571
2510,B00E8JRBX8,2510
1708,B0066DSTOE,1708
1562,B005HQ4QTI,1562
667,B000QWK174,667
3020,B00KRZY7PW,3020
3554,B00WLI5G7G,3554
3207,B00N51OJJ4,3207
2226,B00B95QUMW,2226
450,B000H9JWTE,450
2303,B00C7XAJMW,2303
898,B001CX4JSS,898
448,B000H9JGFE,448
52,B00004YYD8,52
77,B00005JRLF,77
703,B000ULYEGK,703
1663,B005Z4SBZW,1663
894,B001CGVEXS,894
1118,B002NQB63E,1118
119,B0000WU3U0,119
2791,B00HWROGHW,2791
3915,B017DE46SC,3915
3965,B0185P4MVO,3965
1454,B0051QUOO0,1454
917,B001EJOPUC,917
1718,B006EGAIII,1718
543,B000KZUTDS,543
1123,B002OS6D9I,1123
2921,B00JCFPODM,2921
2458,B00DUVLFK0,2458
1117,B002NG1GWU,1117
4317,B01FL49VZE,4317
4299,B01F6B6R1S,4299
571,B000M2SQ98,571
2154,B00ARK0ROC,2154
1076,B002712D00,1076
3358,B00QGX9LV4,3358
2933,B00JGB04UA,2933
3338,B00PVI46P6,3338
468,B000HBFMD2,468
2803,B00I2BA8KG,2803
2242,B00BGWRYIW,2242
1065,B0025PZSSM,1065
4166,B01CNP3CUO,4166
4213,B01DOL1IWA,4213
3130,B00ME7E5X0,3130
2481,B00DZFHLL8,2481
1624,B005T8PL1Q,1624
1056,B0022AO92Q,1056
2956,B00JQK4UD8,2956
3624,B00YSPN7Q2,3624
2102,B00A4YQR5E,2102
3782,B014OO5KQG,3782
1707,B00667OJA8,1707
2616,B00FGEERJ0,2616
1535,B005F5KYM4,1535
1817,B0078QQNA0,1817
834,B0018RRNBS,834
2858,B00IN8TJYY,2858
3625,B00YSPP5A8,3625
1970,B008EOXXYO,1970
3327,B00PLMLHXQ,3327
3127,B00ME7B4KM,3127
3914,B017CN9D1E,3914
2282,B00BZ9YU88,2282
3547,B00W97A674,3547
646,B000P765KC,646
2160,B00ATNJH20,2160
3410,B00SBYYQ7K,3410
3350,B00Q6ZEE9Q,3350
1793,B0070YYLHC,1793
1372,B004P4SGBC,1372
1549,B005GO5C3K,1549
3667,B010L13CDE,3667
3433,B00SUYVLYC,3433
2473,B00DWPV2SO,2473
2181,B00AWM3UY4,2181
603,B000NHNWK0,603
3558,B00WW141TG,3558
1948,B0087X7262,1948
105,B0000DD1EE,105
3238,B00NKY3M1W,3238
3249,B00NPZ8TXM,3249
1589,B005MN8FPW,1589
4315,B01FJS19C0,4315
3530,B00VWJVI36,3530
3311,B00P6VBXEA,3311
3157,B00MMHUYGE,3157
709,B000UVMKO8,709
4309,B01FHQ3V52,4309
2557,B00ESMZXRG,2557
2603,B00FEDHHKE,2603
2059,B009IS73I2,2059
647,B000P8VTNY,647
1282,B0040Z6OK6,1282
714,B000VKJAAU,714
1768,B006UKIAJW,1768
3195,B00N1XCA8S,3195
3319,B00PFXK4JY,3319
2113,B00AA5AIN4,2113
2127,B00AGKA9IC,2127
761,B0012YO0Z4,761
1096,B002BYOG30,1096
407,B000FPDELM,407
2887,B00IZYL7IW,2887
1582,B005LL3ZXW,1582
3725,B012V3U3KK,3725
241,B0009WD1L4,241
1769,B006UKIASI,1769
1889,B007T6XNCA,1889
3597,B00Y01TJ6G,3597
935,B001G615SS,935
251,B000AVJJZ6,251
2309,B00CA5PH4W,2309
3096,B00M0CS472,3096
3697,B0118UX732,3697
3177,B00MUT58Y2,3177
3849,B015VGJGPW,3849
3287,B00OHUPMM0,3287
3992,B018R2ONH8,3992
3837,B015K4DKNY,3837
2018,B0094GRZPE,2018
3592,B00XX8XFDK,3592
265,B000BDB95G,265
2054,B009GGUIK6,2054
2711,B00GSE2S98,2711
2257,B00BNI6U52,2257
915,B001EDK0WK,915
1780,B006XGK05A,1780
2748,B00H8MXASM,2748
408,B000FSIV6M,408
1949,B0087YI1KW,1949
4287,B01F2LFVYQ,4287
2131,B00AK6Q5HQ,2131
276,B000BO6NY2,276
4016,B0197CCUIG,4016
359,B000E9ZKDY,359
1864,B007KDX64C,1864
554,B000LGT0GI,554
1247,B003XFPV80,1247
4027,B019F8BXHQ,4027
3324,B00PKVSQX2,3324
706,B000UTTIW2,706
1255,B003YL45B2,1255
2051,B009F1HA4O,2051
3208,B00N51OJNK,3208
159,B0002MQEW4,159
611,B000NI5CJ8,611
1168,B00385LJAY,1168
1025,B001TQPM6Q,1025
2274,B00BX49P8K,2274
2872,B00IT0APVM,2872
575,B000MAEWI4,575
1957,B008AGUOIY,1957
2462,B00DVBLKZE,2462
2805,B00I3P92YO,2805
1249,B003XXE0RA,1249
1269,B003ZZUJSK,1269
3609,B00YL1GSI2,3609
3382,B00RC0MASG,3382
1032,B001V9WY0S,1032
4331,B01G34WWCK,4331
1992,B008TSZALY,1992
3574,B00XAK7E6A,3574
2144,B00APD16D2,2144
1546,B005GDFXJ4,1546
3937,B017MYK9XO,3937
329,B000BVXW9E,329
405,B000FP83PE,405
1555,B005H3AHMG,1555
1077,B00275KU2O,1077
156,B0002KR7EK,156
3602,B00YCEZJW4,3602
672,B000RB32QQ,672
1008,B001QRSBW0,1008
4375,B01H5PX6KI,4375
480,B000HMBUE6,480
393,B000FMWW8G,393
1233,B003PGRQSK,1233
3984,B018KZBN4I,3984
1850,B007GBZ952,1850
456,B000H9LIIW,456
3117,B00MA9DW72,3117
736,B001009SLG,736
3361,B00QRELG56,3361
4083,B01B3SJRCY,4083
2088,B009Z9SLTE,2088
4201,B01D9KH33E,4201
4360,B01GVQDRVU,4360
4274,B01ESUAK70,4274
3575,B00XBLLG5S,3575
2080,B009VSFZDO,2080
3946,B017QWK284,3946
1974,B008FZAP4S,1974
2558,B00ESXX74G,2558
1587,B005MJFYXM,1587
4096,B01BECQF6K,4096
2265,B00BSR98KW,2265
2548,B00EPQAE88,2548
4010,B0195V41QS,4010
2759,B00HFLQIQM,2759
4075,B01AQ94ERY,4075
3919,B017EOLGJI,3919
1958,B008AK67M2,1958
2374,B00CS5I4FI,2374
3719,B012ACSC1O,3719
1838,B007C5IH4C,1838
1078,B0027Z6CY4,1078
3508,B00V8JRD3E,3508
800,B0015DLMOO,800
220,B0008G1YGA,220
498,B000IJYRDE,498
2506,B00E8JO20I,2506
327,B000BVXVS6,327
1591,B005MZ6ZX4,1591
2751,B00H8TIEHW,2751
2218,B00B7421BE,2218
2141,B00AOJPPJS,2141
1710,B00682RO76,1710
4057,B01A9KIGSI,4057
724,B000WMOEFS,724
4272,B01ERDWSFU,4272
1329,B004DGIII8,1329
227,B00095OGQU,227
2027,B009638QJY,2027
2842,B00IFD5OH8,2842
573,B000M5YYIW,573
3239,B00NL2AON2,3239
1966,B008DS266M,1966
196,B00062N4K0,196
984,B001O62V56,984
3227,B00NB3SV6S,3227
1713,B0069KPMGW,1713
17,B00004RH8I,17
3242,B00NL4AWTQ,3242
3670,B010LBJOAE,3670
3446,B00T6YZ0K6,3446
2987,B00K85965W,2987
486,B000I18LJS,486
3009,B00KNNJOP6,3009
4367,B01H1RDJOI,4367
2203,B00B50RNQI,2203
1109,B002IPLAAO,1109
1879,B007PM4KPW,1879
262,B000BD6CP8,262
2838,B00IER21M6,2838
2846,B00IGHFOUA,2846
73,B00005AXI1,73
3435,B00SWQHZRK,3435
847,B0019V18D2,847
781,B0013EI054,781
4276,B01EV6LJ7G,4276
2509,B00E8JPEMS,2509
2041,B009BC6DTK,2041
1715,B006ATU73A,1715
3524,B00VKSW6PS,3524
1692,B0064OEDTK,1692
252,B000AY31CK,252
2237,B00BG1U4ZS,2237
1685,B0064O78HE,1685
3032,B00L1LBYXE,3032
2388,B00CVZ4DKU,2388
3405,B00S54E1AI,3405
2135,B00AMGUZ70,2135
2134,B00AMC1V2C,2134
2461,B00DVB81SS,2461
2508,B00E8JOT9C,2508
3399,B00S1L08UM,3399
1419,B004XR5U6K,1419
2231,B00BCVXUR6,2231
1602,B005PG0HIY,1602
2685,B00GIBPUWI,2685
1199,B003FXSUU6,1199
1417,B004XMYA2U,1417
2797,B00HWROV0E,2797
4366,B01H0IZ7IY,4366
1563,B005HQ4T6I,1563
2344,B00CJR9QB6,2344
2808,B00I4WMOGE,2808
3380,B00RBO75ZQ,3380
3229,B00NB3U2BU,3229
1174,B0038YY3LW,1174
4235,B01E76H4QU,4235
2284,B00C13ZSBA,2284
1013,B001R4CMEA,1013
841,B00191IZB0,841
1381,B004S7SUFI,1381
2703,B00GPT1QNU,2703
4254,B01EKEMFQS,4254
4228,B01E1XN71A,4228
1498,B0057M7YLE,1498
1732,B006J4G45G,1732
1423,B004Y0788O,1423
712,B000VGOVG2,712
3756,B013ZWM1F6,3756
3569,B00X8BQYPS,3569
3256,B00NVG78ZK,3256
2815,B00I5HRG02,2815
826,B0018ACR6G,826
4046,B01A1FAT1S,4046
3472,B00TSUXJ3I,3472
1046,B00207NF6W,1046
652,B000PEW4MI,652
4048,B01A5THGES,4048
1727,B006HLARU4,1727
1268,B003ZZUJQM,1268
2769,B00HPPOXM4,2769
3938,B017MYKAEM,3938
3958,B01823Y0CK,3958
1259,B003YL4954,1259
2939,B00JIVW97O,2939
3150,B00MHX1RG4,3150
2436,B00DIJ0W30,2436
988,B001OW76XC,988
1088,B002BBAZ3I,1088
1784,B006Z6YQEE,1784
3751,B013SJ41AE,3751
515,B000JFFEFW,515
808,B0015YPIZW,808
1193,B003EDZOBU,1193
148,B0002BFZ8E,148
3961,B0185FC0OK,3961
1733,B006JGQP0I,1733
1141,B002UFC3EY,1141
230,B0009DV7Y6,230
3335,B00PTW7WEQ,3335
3492,B00UUKQEP0,3492
2723,B00GWF8JBE,2723
674,B000REGUBM,674
3334,B00PT4XU04,3334
1834,B007B2AG7W,1834
1963,B008CQQHPQ,1963
2308,B00C9BI1CM,2308
221,B0008G1Z32,221
596,B000NBKLM8,596
2918,B00J8EWEP8,2918
117,B0000DH8I8,117
3841,B015MV1N8E,3841
4167,B01CNPIK2O,4167
2466,B00DVBSNPY,2466
1918,B00823IZQS,1918
449,B000H9JO8S,449
2289,B00C351GBC,2289
783,B0013HJAW8,783
4322,B01FVTQQ2K,4322
563,B000LNTLNI,563
2396,B00CX7JZLS,2396
833,B0018QCFLM,833
1678,B0063U2RWU,1678
4150,B01CFJGHCI,4150
623,B000NY4U8G,623
510,B000IZY4WW,510
455,B000H9L3NW,455
307,B000BQO5F4,307
1427,B004YK2KSM,1427
4072,B01ANY2BVS,4072
3891,B016ME1WH2,3891
2341,B00CJ5EO2E,2341
1841,B007D5H3OG,1841
436,B000H9FWA2,436
443,B000H9G06M,443
1527,B005CG2W3U,1527
3023,B00KVY2FM6,3023
2917,B00J7ZCTYY,2917
3626,B00YSZ1MFU,3626
2017,B0094GP7SQ,2017
1543,B005FYGXUC,1543
1097,B002BYSBLS,1097
2067,B009OJHQMI,2067
1185,B003DKQB02,1185
1035,B001VXZVNG,1035
2552,B00EQEY1UG,2552
901,B001D77T6W,901
2114,B00AB5X3CG,2114
1093,B002BBIYWM,1093
2824,B00I9SK8XY,2824
610,B000NI06G2,610
3742,B013L36SXA,3742
2003,B008YFTPBS,2003
4164,B01CNB55WG,4164
2046,B009ENG6TI,2046
3998,B018WWT8RI,3998
2700,B00GO7SBZO,2700
365,B000EJUBBU,365
9,B00002N6FE,9
4191,B01D1G7LRO,4191
1198,B003FXOUOQ,1198
4288,B01F2LFZUQ,4288
4061,B01ADBM4C2,4061
2268,B00BU6823K,2268
2822,B00I9CSK4Y,2822
3536,B00W4E5ITI,3536
806,B0015YJIY4,806
699,B000TQEX30,699
1937,B00843L1PI,1937
1486,B0054RJ7VC,1486
2906,B00J1X4MFQ,2906
2630,B00FM7VHUI,2630
2949,B00JL4F1SM,2949
3895,B016R9E7J2,3895
1351,B004KZAR68,1351
3015,B00KOOF5W0,3015
1515,B0059H5Z5O,1515
3576,B00XD2P21Y,3576
2045,B009E0EBDO,2045
179,B0002YU2AM,179
3848,B015V0D1CW,3848
3632,B00Z2CC7Q6,3632
902,B001D7DV00,902
1289,B0042D6HO4,1289
435,B000H9FW8Y,435
203,B0006HX1HG,203
2337,B00CI6DMS6,2337
2745,B00H80HJ8Q,2745
149,B0002CSBN4,149
3790,B014V0L7QA,3790
3071,B00LNSEZH2,3071
2896,B00J0GPC80,2896
1605,B005QDORPK,1605
756,B0012LHL9O,756
1950,B00880AVL2,1950
4090,B01B9K1VQ6,4090
903,B001D8BZCK,903
2494,B00E6BCV0G,2494
830,B0018LNQ0Q,830
2444,B00DMI632G,2444
2929,B00JF2LPXK,2929
375,B000FEM392,375
1938,B00843NRSC,1938
4285,B01F1XTRGI,4285
1286,B0040ZOFW0,1286
934,B001FZOCCG,934
1824,B0079SM1LW,1824
3417,B00SH4F0LK,3417
2962,B00JR591DG,2962
1965,B008DF9LFO,1965
1495,B0056ZX1R8,1495
1837,B007BTPBSO,1837
38,B00004WLL3,38
4114,B01BVSNPPQ,4114
2698,B00GN7VV8O,2698
176,B0002YTM30,176
823,B0017JHYV6,823
398,B000FN0C4Q,398
564,B000LNXS1O,564
2206,B00B5137DK,2206
295,B000BPRKZW,295
1971,B008FM8YU8,1971
3386,B00REHGEIO,3386
752,B0012BV21W,752
4207,B01DGEWHN4,4207
2428,B00DE8EXJE,2428
3233,B00NEUC8SK,3233
139,B00023RVNO,139
1288,B0041Y97FK,1288
3875,B0167R4K0U,3875
3303,B00OZ0KLL4,3303
827,B0018BJW6S,827
3587,B00XPSIT3O,3587
1469,B00530GDHG,1469
3761,B0142SNY94,3761
3528,B00VU3L0WS,3528
713,B000VK5VM6,713
250,B000AV16H0,250
663,B000QDC7T8,663
1306,B0046E705O,1306
3683,B010S58DQE,3683
2014,B00947BQ08,2014
2039,B009AHW65G,2039
4043,B019W5T4CS,4043
1531,B005DNQX3C,1531
2468,B00DVIEJ14,2468
1394,B004UUAED4,1394
864,B001AO9IRG,864
1290,B0042SWOHI,1290
4378,B01HBPHSII,4378
2554,B00ES3UE3I,2554
2540,B00EL0STIA,2540
1346,B004ISD7T6,1346
2211,B00B5HONN2,2211
2724,B00GWFMG1S,2724
2853,B00IKTO7VQ,2853
3985,B018MG4OM8,3985
1709,B0066XLWDE,1709
3114,B00M87WG78,3114
1376,B004QXUR46,1376
3277,B00O9XEDES,3277
268,B000BN33FA,268
340,B000CINVA6,340
2130,B00AJDZJCW,2130
3812,B0158ETJN6,3812
4092,B01BD80T6M,4092
595,B000N6621M,595
45,B00004YOKH,45
4128,B01C3HEQZC,4128
4261,B01EKEMUEK,4261
1651,B005W42SW2,1651
885,B001BSK3NO,885
3263,B00O0Q3BMO,3263
283,B000BODTKI,283
1501,B0057PUR88,1501
1617,B005RNEH5O,1617
735,B001005TX2,735
3608,B00YHJC97W,3608
2432,B00DG0NA62,2432
1369,B004O49X7Y,1369
126,B000189FRU,126
657,B000Q3CGL2,657
2713,B00GTRVO12,2713
3518,B00VFNZN8K,3518
3133,B00ME7YUIU,3133
1656,B005Z4QU5U,1656
1742,B006PKKWV6,1742
1731,B006IPH5H2,1731
1960,B008BQQASQ,1960
670,B000R92HO6,670
2028,B00967JETQ,2028
1802,B0074NETHQ,1802
2296,B00C66JTPI,2296
1322,B004C4WPXA,1322
3874,B0166QZ5HO,3874
950,B001HWDOK8,950
1799,B0071NC78C,1799
3808,B015557HUK,3808
3034,B00L2ASKQ8,3034
2908,B00J25JCM6,2908
1094,B002BBJSPE,1094
3815,B015A3DQ7K,3815
546,B000LDDOXG,546
3033,B00L1S93PS,3033
3042,B00L62RY96,3042
3645,B00ZHUEZIQ,3645
2162,B00ATODOOQ,2162
2764,B00HH08TUO,2764
4112,B01BUZUXXC,4112
3788,B014UASFAM,3788
513,B000J5KOIE,513
2625,B00FJ5KXH6,2625
171,B0002YOZIW,171
3174,B00MRZFYEI,3174
3580,B00XF3JFNC,3580
3612,B00YQB85PG,3612
3438,B00SXVUETU,3438
2610,B00FG7C1O0,2610
62,B00004Z2HN,62
2742,B00H7KTRO6,2742
341,B000CMHNY2,341
453,B000H9K5J0,453
311,B000BQPX1O,311
3529,B00VUZQKS0,3529
3440,B00SYQ3VNA,3440
3462,B00TI3JUWO,3462
476,B000HE8ER0,476
1390,B004U7A5X6,1390
427,B000H5R5M4,427
2551,B00EPYD1YO,2551
1,B0000223SK,1
3866,B0166FFCFU,3866
466,B000H9QG5C,466
1152,B002Y4ZG7W,1152
971,B001LQNUUY,971
3209,B00N51OO7Q,3209
2657,B00G3J6GDM,2657
1086,B002AM6SIO,1086
1687,B0064O94I0,1687
89,B00008VXNE,89
2040,B009B0VASG,2040
69,B0000516K4,69
1681,B0064GZQ2G,1681
492,B000I3PUE0,492
1212,B003JQJNWS,1212
4007,B0195UWAHG,4007
1062,B0024NKKHO,1062
130,B0001GAYRC,130
291,B000BPIM5O,291
1264,B003ZZS4HS,1264
3414,B00SF4YSBK,3414
2931,B00JG2YS8S,2931
210,B0006O8QQ0,210
3437,B00SX3T2LO,3437
588,B000MW1IPM,588
4176,B01CTEADL0,4176
923,B001F0MHV4,923
438,B000H9FWVQ,438
420,B000GKDFW4,420
1487,B00551ND12,1487
1619,B005SHOSNA,1619
3655,B0100IDA9O,3655
121,B00011Q5QG,121
2456,B00DSZS5C4,2456
3562,B00WX4UONO,3562
1625,B005T8QLCY,1625
3082,B00LUDV9ZG,3082
2770,B00HQBJLUQ,2770
2741,B00H703OKE,2741
2090,B009ZUSSBE,2090
2453,B00DS0KP36,2453
772,B0013AZ4R0,772
3215,B00N76TDO8,3215
3453,B00TDBVW7W,3453
2855,B00ILCCUN4,2855
1335,B004EHHPDU,1335
3646,B00ZKE559W,3646
762,B00130BWLM,762
1969,B008EMA2CM,1969
594,B000N562FE,594
561,B000LNS044,561
4241,B01E90JU84,4241
1488,B00558U9AI,1488
953,B001HWJY34,953
3052,B00LH0S31A,3052
1441,B0050RIQHM,1441
82,B00006IC2O,82
415,B000GASBQ4,415
3222,B00NAK9L6Q,3222
1234,B003R3JFJO,1234
604,B000NHQVRG,604
2158,B00ASFRSP2,2158
3700,B011BLH41O,3700
376,B000FFII3G,376
1238,B003TWP2S6,1238
3224,B00NAY3RB2,3224
3727,B01303V38Q,3727
1345,B004IALV0G,1345
2990,B00KCCX0EE,2990
3772,B014G84X7M,3772
2912,B00J26U3R8,2912
256,B000B61DUY,256
3392,B00RRD3BPE,3392
1729,B006IOZ46W,1729
2136,B00AMGV010,2136
